,community_id,trade_time,days_on_market,total_price,unit_price,area_sqm,n_bed_room,n_living_room,n_kitchen,n_bathroom,building,building_type,construction_time,renovation_condition,building_structure,ladder_ratio,elevator,property_rights_for_five_years,subway,district,community_average
16551,1.11103E+12, 2016-07-07,7,2.98,48472,61.48,1,1,1,1, 低 21, 板塔结合,2005, 简装, 钢混,0.25,1,1,1, 朝阳,59213
35822,1.11103E+12, 2016-09-19,5,3.8,51110,74.35,2,1,1,1, 底 9, 板塔结合,2000, 精装, 钢混,0.125,1,1,1, 丰台,56622
23547,1.11103E+12, 2016-08-25,26,5.8,57200,101.4,2,2,1,2, 底 12, 板楼,2010, 简装, 钢混,0.333,1,1,1, 丰台,66712
62607,1.11103E+12, 2016-04-26,1,9.2,75182,122.37,2,2,1,2, 低 9, 板塔结合,2005, 简装, 钢混,0.5,1,1,1, 海淀,92721
28804,1.11103E+12, 2016-09-12,24,5.5,94292,58.33,1,1,1,1, 低 15, 板塔结合,2012, 精装, 钢混,0.25,1,0,1, 西城,109252
52652,1.11103E+12, 2016-02-21,1,7.6,44709,169.99,4,2,1,2, 高 23, 塔楼,2003, 精装, 钢混,0.333,1,1,1, 朝阳,65597
7640,1.11103E+12, 2016-06-28,45,2.88,43348,66.44,1,1,1,1, 高 25, 塔楼,2008, 精装, 钢混,0.5,1,1,0, 朝阳,62702
54114,1.11105E+12, 2016-03-30,1,22.5,77066,291.96,4,2,1,3, 高 24, 板楼,2013, 精装, 钢混,1,1,0,1, 朝阳,110210
47265,1.11105E+12, 2016-12-31,24,8.1,84525,95.83,3,1,1,1, 低 6, 板楼,2004, 精装, 混合,0.333,0,1,1, 海淀,76826
59195,1.11103E+12, 2016-03-23,1,4.18,42133,99.21,2,2,1,1, 低 15, 板塔结合,2007, 其他, 钢混,0.5,1,1,1, 丰台,60067
18595,1.11103E+12, 2016-08-21,44,5.95,75893,78.4,1,2,1,1, 低 18, 塔楼,2003, 精装, 钢混,0.2,1,1,1, 东城,84031
8145,1.11105E+12, 2016-07-03,45,4.44,77895,57,1,1,1,1, 中 6, 板楼,2004, 精装, 混合,0.333,0,1,0, 海淀,76826
41447,1.11103E+12, 2016-11-06,24,4.11,70425,58.36,1,1,1,1, 低 20, 塔楼,2006, 精装, 钢混,0.167,1,0,1, 朝阳,73994
1053,1.11103E+12, 2016-07-31,166,14.69,63099,232.81,3,2,1,3, 高 20, 板塔结合,2010, 精装, 钢混,1,1,0,0, 朝阳,92358
42591,1.11103E+12, 2016-12-13,52,4.92,98479,49.96,1,0,1,1, 低 20, 板塔结合,2006, 精装, 钢混,0.2,1,1,1, 海淀,73447
44761,1.11103E+12, 2016-11-29,18,8.28,70111,118.1,2,1,1,2, 高 18, 板塔结合,2001, 精装, 钢混,0.333,1,1,0, 朝阳,92909
52094,1.11103E+12, 2016-03-05,1,6.59,38368,171.76,3,2,1,2, 中 32, 塔楼,2005, 精装, 钢混,0.375,1,1,0, 朝阳,68904
2218,1.11103E+12, 2016-07-03,111,6.96,39941,174.26,3,2,1,2, 高 16, 板塔结合,2009, 简装, 钢混,1,1,1,1, 朝阳,51255
63864,1.11103E+12, 2016-06-04,1,5.25,50259,104.46,3,2,1,1, 中 24, 板塔结合,2007, 精装, 钢混,0.4,1,0,0, 石景山,64222
5371,1.11103E+12, 2016-09-29,160,7.5,65940,113.74,2,2,1,2, 中 21, 板楼,2003, 精装, 钢混,0.4,1,0,1, 朝阳,72473
24333,1.11103E+12, 2016-08-21,19,4.48,62966,71.15,2,2,1,1, 低 29, 板塔结合,2009, 简装, 钢混,0.25,1,1,1, 东城,78235
47211,1.11103E+12, 2016-12-10,4,7.74,93671,82.63,2,1,1,1, 中 13, 板塔结合,2003, 简装, 钢混,0.667,1,1,0, 东城,100166
19292,1.11103E+12, 2016-08-14,33,18.8,61543,305.48,3,2,1,3, 中 12, 塔楼,2008, 简装, 钢混,0.75,1,0,1, 东城,67987
25388,1.11103E+12, 2016-09-04,30,8.3,63685,130.33,3,2,1,2, 低 28, 塔楼,2003, 精装, 钢混,0.375,1,0,1, 朝阳,74411
36119,1.11103E+12, 2016-10-20,34,7.6,49674,153,3,2,1,2, 底 8, 板楼,2007, 精装, 钢混,1,1,0,0, 朝阳,46339
19669,1.11103E+12, 2016-07-18,4,3.48,39287,88.58,2,1,1,1, 中 22, 塔楼,2001, 简装, 钢混,0.25,1,1,1, 朝阳,52650
46687,1.11103E+12, 2016-12-26,25,13.9,86021,161.59,3,2,1,3, 高 15, 板楼,2008, 精装, 钢混,0.667,1,1,1, 朝阳,88797
16488,1.11103E+12, 2016-07-13,13,2.558,47248,54.14,1,1,1,1, 低 18, 板塔结合,2003, 简装, 钢混,0.4,1,1,1, 海淀,64750
61669,1.11103E+12, 2016-01-08,1,2.15,36696,58.59,1,1,1,1, 低 7, 板楼,2000, 精装, 混合,0.5,0,1,0, 海淀,59533
36230,1.11103E+12, 2016-12-07,82,9.7,60965,159.11,3,2,1,1, 中 14, 板楼,2009, 精装, 钢混,1,1,1,1, 丰台,64953
52139,1.11103E+12, 2016-01-29,1,3.2,39453,81.11,1,1,1,1, 低 26, 塔楼,2005, 精装, 钢混,0.375,1,1,0, 朝阳,68904
63901,1.11103E+12, 2016-06-05,1,7.6,57019,133.29,3,2,1,2, 高 26, 板塔结合,2005, 精装, 钢混,0.333,1,1,1, 石景山,64222
4535,1.11103E+12, 2016-12-14,246,3.72,63051,59,1,1,1,1, 底 6, 板楼,2001, 简装, 混合,0.333,0,0,1, 朝阳,68665
15191,1.11103E+12, 2016-07-25,30,3.25,71760,45.29,1,0,1,1, 中 15, 板塔结合,2006, 其他, 钢混,0.148,1,0,1, 东城,86671
23837,1.11103E+12, 2016-09-05,36,1.745,27013,64.6,1,1,1,1, 低 21, 板塔结合,2007, 精装, 钢混,0.286,1,0,0, 朝阳,34875
60838,1.11103E+12, 2016-06-11,1,3.445,49145,70.1,2,1,1,1, 高 20, 塔楼,2010, 精装, 钢混,0.273,1,1,1, 丰台,62947
25192,1.11103E+12, 2016-08-29,24,4.435,71441,62.08,1,0,1,1, 低 18, 塔楼,2006, 精装, 钢混,0.2,1,0,1, 海淀,84771
30694,1.11105E+12, 2016-09-07,12,10.56,92462,114.21,2,1,1,2, 顶 16, 板楼,2012, 精装, 钢混,0.6,1,0,1, 朝阳,106106
9113,1.11103E+12, 2016-08-15,81,7.15,49547,144.31,2,2,1,2, 低 32, 塔楼,2000, 精装, 钢混,0.429,1,1,1, 朝阳,62705
22600,1.11103E+12, 2016-08-11,16,8.2,89520,91.6,3,1,1,1, 高 18, 板塔结合,2006, 精装, 钢混,0.5,1,1,1, 东城,95392
11079,1.11104E+12, 2016-07-12,35,2.81,44197,63.58,1,1,1,1, 低 18, 板塔结合,2011, 简装, 钢混,0.667,1,0,1, 朝阳,54019
28636,1.11103E+12, 2016-09-25,38,6.65,64060,103.81,2,2,1,1, 底 15, 板楼,2004, 精装, 钢混,0.5,1,1,1, 朝阳,79235
17807,1.11103E+12, 2016-07-11,5,3,45270,66.27,1,1,1,1, 顶 11, 板楼,2004, 精装, 钢混,0.333,1,1,1, 朝阳,55339
616,1.11103E+12, 2016-09-22,279,15,103499,144.93,3,1,1,2, 中 7, 板楼,2003, 简装, 混合,0.5,1,0,1, 东城,112536
37395,1.11103E+12, 2016-09-29,8,3.6,63785,56.44,1,0,1,1, 顶 25, 塔楼,2005, 简装, 钢混,0.222,1,0,1, 石景山,64222
56988,1.11103E+12, 2016-03-12,1,7.7,40205,191.52,4,2,1,2, 未知 6, 板楼,2003, 精装, 钢混,0.5,1,1,1, 东城,57540
18934,1.11103E+12, 2016-07-21,11,2.43,58611,41.46,1,0,1,1, 中 19, 塔楼,2005, 精装, 钢混,0.3,1,0,1, 朝阳,75559
7429,1.11103E+12, 2016-08-22,101,6.3,57325,109.9,1,0,1,1, 高 27, 塔楼,2007, 精装, 钢混,0.273,1,0,1, 朝阳,84090
50674,1.11103E+12, 2016-01-18,1,2.4,48126,49.87,1,0,1,1, 低 21, 板塔结合,2006, 精装, 钢混,0.4,1,1,1, 朝阳,82168
61266,1.11103E+12, 2016-01-06,1,6.75,73330,92.05,2,1,1,1, 顶 16, 板塔结合,2009, 精装, 钢混,0.5,1,0,1, 海淀,106969
33816,1.11103E+12, 2016-09-11,5,2.6,87366,29.76,1,0,1,1, 中 7, 塔楼,2004, 精装, 钢混,0.02,1,0,1, 东城,96498
9773,1.11103E+12, 2016-08-16,78,3.7,40495,91.37,2,1,1,1, 顶 22, 塔楼,2002, 简装, 钢混,0.2,1,0,0, 丰台,48942
15418,1.11104E+12, 2016-06-28,3,4.88,42435,115,3,2,1,2, 低 18, 板塔结合,2011, 精装, 钢混,0.667,1,0,1, 朝阳,54019
13137,1.11103E+12, 2016-10-07,113,2.55,43966,58,1,1,1,1, 顶 20, 塔楼,2011, 精装, 钢混,0.227,1,0,1, 朝阳,44711
4156,1.11104E+12, 2016-07-25,109,2.79,31705,88,2,1,1,1, 中 29, 塔楼,2010, 简装, 钢混,0.333,1,1,0, 朝阳,44892
39118,1.11103E+12, 2016-10-09,10,4.03,78573,51.29,1,0,1,1, 高 19, 板塔结合,2007, 精装, 钢混,0.333,1,0,0, 朝阳,67339
39797,1.11103E+12, 2016-10-10,6,5.95,64179,92.71,2,1,1,2, 低 27, 板塔结合,2006, 精装, 钢混,0.5,1,0,0, 朝阳,58092
5450,1.11104E+12, 2016-06-29,68,3.03,33738,89.81,2,2,1,1, 顶 29, 塔楼,2010, 简装, 钢混,0.333,1,1,0, 朝阳,44892
41076,1.11103E+12, 2016-11-20,40,9.15,127651,71.68,2,1,1,1, 中 21, 板楼,2003, 其他, 钢混,0.25,1,0,1, 东城,117682
7715,1.11103E+12, 2016-06-23,39,8.42,49240,171,3,2,1,2, 低 30, 板塔结合,2008, 精装, 钢混,1,1,1,1, 朝阳,67612
30631,1.11104E+12, 2016-08-29,3,6.1,67033,91,3,2,1,1, 顶 6, 板楼,2011, 精装, 钢混,0.5,1,0,0, 朝阳,63518
27115,1.11103E+12, 2016-08-25,13,3.34,53143,62.85,2,1,1,1, 中 16, 板塔结合,2012, 简装, 钢混,0.194,1,0,1, 朝阳,89330
1711,1.11103E+12, 2016-06-27,113,5.1,36683,139.03,3,2,1,2, 中 14, 板楼,2007, 精装, 钢混,1,1,1,0, 朝阳,48906
59239,1.11103E+12, 2016-01-02,1,4.26,39884,106.81,2,2,1,1, 高 12, 板楼,2009, 简装, 钢混,0.5,1,1,0, 丰台,56809
30044,1.11103E+12, 2016-09-04,12,4.1,79366,51.66,1,1,1,1, 中 24, 塔楼,2004, 精装, 钢混,0.182,1,1,1, 西城,89350
10315,1.11103E+12, 2016-07-21,48,7.25,80556,90,2,1,1,1, 低 16, 板楼,2008, 精装, 钢混,0.5,1,1,1, 朝阳,87366
6847,1.11103E+12, 2016-07-08,62,4.735,46459,101.92,2,2,1,1, 中 6, 板楼,2004, 精装, 混合,0.333,0,1,0, 海淀,60502
36443,1.11103E+12, 2016-09-19,2,2.25,40179,56,1,0,1,1, 高 16, 板塔结合,2007, 其他, 钢混,0.125,1,1,0, 朝阳,46072
54133,1.11103E+12, 2016-03-17,1,2.79,23375,119.36,1,1,1,1, 中 17, 板楼,2005, 简装, 钢混,0.25,1,1,1, 朝阳,46484
9173,1.11103E+12, 2016-07-28,62,2.33,80456,28.96,1,0,1,1, 中 7, 塔楼,2004, 精装, 钢混,0.02,1,1,1, 东城,96498
52925,1.11105E+12, 2016-05-26,1,3.95,42968,91.93,2,1,1,1, 中 27, 板楼,2014, 毛坯, 钢混,0.5,1,0,0, 朝阳,61279
29609,1.11103E+12, 2016-09-17,26,4.15,56082,74,2,1,1,1, 低 9, 板塔结合,2006, 精装, 钢混,0.118,1,0,1, 朝阳,58955
9044,1.11103E+12, 2016-07-28,64,3.435,50732,67.71,1,1,1,1, 高 26, 板塔结合,2007, 精装, 钢混,0.25,1,1,0, 石景山,64222
30087,1.11103E+12, 2016-08-30,6,1.265,36143,35,1,0,1,1, 中 20, 板塔结合,2007, 其他, 钢混,0.286,1,0,0, 朝阳,34875
53794,1.11103E+12, 2016-02-21,1,2.7,36871,73.23,1,1,1,1, 低 28, 板塔结合,2009, 精装, 钢混,0.4,1,1,0, 朝阳,54263
5352,1.11103E+12, 2016-09-28,160,4.8,64000,75,1,1,1,1, 底 20, 板塔结合,2005, 精装, 钢混,0.5,1,0,1, 丰台,57313
62353,1.11103E+12, 2016-03-11,1,6.05,46471,130.19,3,2,1,2, 中 5, 板楼,2001, 精装, 混合,0.5,0,0,0, 海淀,67509
41574,1.11104E+12, 2016-11-28,45,4.241,47183,89.88,2,2,1,1, 低 11, 板塔结合,2010, 精装, 钢混,0.25,1,1,1, 朝阳,42298
24892,1.11103E+12, 2016-09-19,46,3.456,41589,83.1,2,1,1,1, 中 6, 板楼,2004, 其他, 混合,0.5,0,1,1, 朝阳,45307
54049,1.11103E+12, 2016-04-17,1,5.35,61382,87.16,1,1,1,1, 中 24, 塔楼,2009, 精装, 钢混,0.3,1,1,1, 朝阳,79930
15742,1.11103E+12, 2016-09-18,84,6.33,82112,77.09,2,1,1,1, 低 20, 塔楼,2006, 精装, 钢混,0.25,1,1,1, 东城,94271
60125,1.11103E+12, 2016-03-03,1,4.42,43190,102.34,2,2,1,1, 中 9, 板楼,2010, 精装, 钢混,0.5,1,0,1, 丰台,50684
61788,1.11103E+12, 2016-01-18,1,3,33227,90.29,2,1,1,1, 中 4, 板楼,2008, 精装, 混合,0.5,0,0,0, 海淀,51668
28477,1.11103E+12, 2016-10-07,50,5.35,72161,74.14,2,2,1,1, 低 15, 板楼,2006, 精装, 钢混,0.333,1,0,1, 海淀,71309
59305,1.11103E+12, 2016-03-13,1,2.66,38241,69.56,1,1,1,1, 中 22, 塔楼,2002, 简装, 钢混,0.2,1,1,0, 丰台,48942
15854,1.11103E+12, 2016-08-19,53,4.15,40300,102.98,2,2,1,1, 低 22, 塔楼,2002, 精装, 钢混,0.3,1,1,0, 丰台,51741
52521,1.11103E+12, 2016-01-08,1,2.16,38312,56.38,1,1,1,1, 中 24, 板塔结合,2007, 精装, 钢混,0.5,1,1,1, 朝阳,62702
52134,1.11103E+12, 2016-02-21,1,1.35,23341,57.84,1,1,1,1, 中 20, 板塔结合,2007, 精装, 钢混,0.5,1,1,0, 朝阳,34875
61653,1.11103E+12, 2016-02-20,1,3.07,30155,101.81,2,2,1,1, 低 24, 塔楼,2001, 简装, 钢混,0.2,1,1,1, 海淀,52911
16083,1.11103E+12, 2016-08-12,45,4.18,58750,71.15,2,1,1,1, 中 29, 板塔结合,2009, 简装, 钢混,0.25,1,1,1, 东城,78235
37612,1.11103E+12, 2016-09-27,4,8.35,51598,161.83,3,1,1,2, 高 18, 板楼,2005, 简装, 钢混,1,1,0,1, 朝阳,59536
39953,1.11103E+12, 2016-10-09,4,5,91142,54.86,1,1,1,1, 中 26, 塔楼,2004, 简装, 钢混,0.214,1,0,1, 西城,89350
28252,1.11103E+12, 2016-09-26,41,5.2,57778,90,2,1,1,1, 顶 24, 塔楼,2003, 简装, 钢混,0.286,1,0,1, 朝阳,57718
25706,1.11103E+12, 2016-09-29,53,11.1,74497,149,3,1,1,2, 高 24, 塔楼,2009, 精装, 钢混,0.3,1,0,1, 朝阳,79930
9643,1.11103E+12, 2016-06-25,27,3,61564,48.73,1,0,1,1, 高 33, 塔楼,2001, 精装, 钢混,0.3,1,1,1, 朝阳,77310
4666,1.11103E+12, 2016-06-29,77,6,33922,176.88,4,2,1,2, 中 23, 塔楼,2002, 简装, 钢混,0.273,1,1,1, 丰台,58941
27438,1.11103E+12, 2016-09-21,39,2.99,47741,62.63,1,1,1,1, 高 24, 塔楼,2003, 简装, 钢混,0.25,1,0,0, 石景山,49581
57709,1.11103E+12, 2016-05-08,1,5.7,54364,104.85,2,1,1,1, 低 21, 板塔结合,2005, 简装, 钢混,0.375,1,1,1, 东城,70081
12883,1.11103E+12, 2016-07-12,27,3.08,39985,77.03,1,1,1,1, 高 22, 塔楼,2004, 精装, 钢混,0.333,1,1,1, 朝阳,55339
31809,1.11105E+12, 2016-09-12,13,3.18,41461,76.7,2,1,1,1, 中 34, 板塔结合,2015, 简装, 钢混,0.25,0,0,0, 丰台,44275
24533,1.11103E+12, 2016-08-18,15,5.49,55816,98.36,2,2,1,1, 高 18, 塔楼,2000, 精装, 钢混,0.167,1,1,0, 海淀,61273
34569,1.11103E+12, 2016-09-18,9,4.48,45673,98.09,2,1,1,2, 低 28, 塔楼,2005, 精装, 钢混,0.273,1,0,0, 丰台,48528
7445,1.11103E+12, 2016-09-08,118,6.3,57325,109.9,1,1,1,1, 高 27, 塔楼,2007, 其他, 钢混,0.273,1,0,1, 朝阳,84090
57483,1.11103E+12, 2016-03-12,1,4.19,46202,90.69,2,1,1,1, 中 12, 板塔结合,2009, 精装, 钢混,0.25,1,1,1, 东城,67507
33141,1.11103E+12, 2016-09-18,14,4.45,57420,77.5,2,1,1,1, 中 15, 板塔结合,2000, 精装, 钢混,0.25,1,1,1, 丰台,60626
27633,1.11103E+12, 2016-08-26,12,6.5,77520,83.85,2,1,1,1, 高 26, 塔楼,2004, 精装, 钢混,0.214,1,1,1, 西城,89350
61921,1.11103E+12, 2016-02-21,1,8.35,47347,176.36,3,1,1,3, 中 5, 板楼,2005, 其他, 混合,0.5,0,0,1, 海淀,75490
1955,1.11103E+12, 2016-07-21,132,7.4,40074,184.66,3,2,1,2, 中 30, 塔楼,2001, 简装, 钢混,0.375,1,0,0, 丰台,60456
718,1.11103E+12, 2016-06-26,176,5,57098,87.57,2,1,1,1, 中 24, 板塔结合,2004, 精装, 钢混,0.231,1,0,0, 西城,81221
42202,1.11103E+12, 2016-12-25,68,10.4,60207,172.74,3,2,1,2, 高 26, 塔楼,2005, 精装, 钢混,0.375,1,1,0, 朝阳,68904
940,1.11103E+12, 2016-07-31,188,5.8,74522,77.83,1,1,1,1, 低 28, 板楼,2007, 简装, 钢混,0.5,1,1,0, 朝阳,94584
13518,1.11103E+12, 2016-07-12,25,3.64,34070,106.84,3,2,1,1, 低 6, 板楼,2004, 精装, 砖混,0.5,0,1,1, 朝阳,45307
52980,1.11103E+12, 2016-02-28,1,2.55,44526,57.27,1,1,1,1, 中 19, 板塔结合,2007, 精装, 钢混,0.143,1,0,0, 朝阳,67339
26308,1.11104E+12, 2016-08-31,23,2.96,33379,88.68,2,1,1,1, 低 24, 塔楼,2010, 简装, 钢混,0.333,1,1,0, 朝阳,42298
51701,1.11103E+12, 2016-01-06,1,2.575,42366,60.78,1,0,1,1, 中 10, 板塔结合,2006, 简装, 钢混,0.2,1,1,1, 朝阳,87457
19582,1.11103E+12, 2016-07-26,12,7.54,62563,120.52,3,2,1,2, 底 4, 板楼,2003, 精装, 钢混,0.5,0,0,0, 朝阳,64574
53252,1.11103E+12, 2016-03-22,1,6,44278,135.51,3,2,1,2, 低 21, 板塔结合,2008, 简装, 钢混,0.5,1,1,1, 朝阳,66036
32609,1.11103E+12, 2016-09-30,28,9.3,61590,151,4,2,1,2, 中 8, 板塔结合,2009, 精装, 钢混,0.5,1,0,0, 朝阳,63949
3654,1.11103E+12, 2016-07-21,111,2.16,40284,53.62,1,1,1,1, 中 6, 板楼,2005, 简装, 混合,0.333,0,1,0, 朝阳,60403
2228,1.11103E+12, 2016-08-25,164,7.55,83407,90.52,3,1,1,1, 中 6, 板楼,2003, 简装, 钢混,0.333,0,1,1, 东城,103018
10301,1.11103E+12, 2016-07-20,48,1.739,34649,50.19,1,0,1,1, 中 19, 塔楼,2009, 精装, 钢混,0.111,1,0,1, 海淀,70141
60327,1.11103E+12, 2016-03-13,1,3.7,41606,88.93,2,1,1,1, 高 15, 板塔结合,2010, 简装, 钢混,0.5,1,0,0, 丰台,66193
9589,1.11103E+12, 2016-06-19,21,2.725,57795,47.15,1,1,1,1, 高 6, 板楼,2000, 简装, 混合,0.333,0,1,1, 海淀,64588
555,1.11103E+12, 2016-07-21,229,4.8,44445,108,3,2,1,1, 顶 6, 板楼,2000, 简装, 混合,0.5,0,1,1, 丰台,65374
63,1.11103E+12, 2016-06-24,438,8.45,43772,193.05,4,2,1,3, 高 17, 板塔结合,2003, 精装, 钢混,0.5,1,1,1, 朝阳,60653
56414,1.11105E+12, 2016-05-04,1,9.6,61816,155.3,3,2,1,2, 低 10, 板楼,2013, 精装, 钢混,0.5,1,0,0, 朝阳,82571
13149,1.11103E+12, 2016-08-23,69,12.5,49132,254.42,4,3,1,3, 中 12, 板塔结合,2009, 精装, 钢混,1,1,0,1, 朝阳,83321
23206,1.11103E+12, 2016-08-15,17,5.7,59375,96,3,2,1,1, 高 9, 板楼,2009, 精装, 钢混,0.5,1,0,0, 朝阳,62634
7634,1.11103E+12, 2016-07-28,75,9,59631,150.93,3,2,1,2, 中 19, 板塔结合,2006, 精装, 钢混,0.5,1,1,1, 石景山,64222
175,1.11103E+12, 2016-08-30,410,9,65498,137.41,2,1,1,2, 低 31, 塔楼,2006, 精装, 钢混,0.75,1,1,1, 朝阳,103114
8268,1.11103E+12, 2016-07-30,71,7.4,90244,82,2,1,1,1, 中 11, 板塔结合,2004, 简装, 混合,0.667,1,0,1, 东城,106634
17579,1.11103E+12, 2016-07-10,6,7.7,145174,53.04,1,1,1,1, 中 8, 板楼,2000, 精装, 钢混,0.5,1,0,1, 西城,178672
21283,1.11103E+12, 2016-07-27,6,4.8,51064,94,3,1,1,2, 顶 6, 板楼,2000, 其他, 混合,0.5,0,0,0, 海淀,63813
4943,1.11103E+12, 2016-08-17,123,3.3,35870,92,2,1,1,1, 高 6, 板楼,2006, 简装, 钢混,0.5,0,1,0, 丰台,47814
5443,1.11103E+12, 2016-11-14,206,6.7,51507,130.08,2,2,1,2, 顶 18, 塔楼,2001, 简装, 钢混,0.2,1,1,1, 丰台,57277
26327,1.11103E+12, 2016-08-12,3,2.25,48077,46.8,1,0,1,1, 低 16, 板塔结合,2007, 精装, 钢混,0.154,1,0,1, 朝阳,62834
59224,1.11103E+12, 2016-02-27,1,2.42,33384,72.49,1,1,1,1, 高 28, 塔楼,2005, 精装, 钢混,0.273,1,0,0, 丰台,48528
25858,1.11103E+12, 2016-09-06,30,4.7,42362,110.95,2,2,1,1, 低 11, 板塔结合,2005, 简装, 钢混,0.25,1,0,0, 朝阳,56733
5027,1.11103E+12, 2016-06-27,71,6.02,68394,88.02,2,1,1,1, 低 24, 塔楼,2004, 精装, 钢混,0.25,1,1,1, 西城,76920
34857,1.11103E+12, 2016-09-23,13,2.3,63014,36.5,1,0,1,1, 高 14, 板塔结合,2004, 其他, 钢混,0.098,1,1,1, 朝阳,63737
28318,1.11103E+12, 2016-09-10,24,2.59,59431,43.58,1,0,1,1, 顶 11, 板楼,2007, 精装, 钢混,0.333,1,1,1, 朝阳,59730
60608,1.11103E+12, 2016-03-31,1,3.4,42095,80.77,2,1,1,1, 中 18, 板楼,2003, 其他, 钢混,2,1,0,1, 丰台,58737
10982,1.11103E+12, 2016-09-17,103,5.8,74122,78.25,2,1,1,1, 高 10, 塔楼,2004, 精装, 钢混,0.25,1,1,0, 海淀,76934
55728,1.11103E+12, 2016-03-31,1,4.15,48128,86.23,2,1,1,1, 高 23, 板塔结合,2006, 精装, 钢混,0.286,1,1,0, 朝阳,62851
56216,1.11103E+12, 2016-05-06,1,2.1,53736,39.08,1,0,0,1, 低 16, 塔楼,2005, 精装, 钢混,0.167,1,1,1, 朝阳,74639
41133,1.11103E+12, 2016-11-30,50,10.3,82612,124.68,2,1,1,2, 中 16, 塔楼,2007, 精装, 钢混,0.333,1,0,1, 东城,97786
57675,1.11103E+12, 2016-05-09,1,5.9,67824,86.99,1,1,1,1, 中 15, 塔楼,2009, 精装, 钢混,0.364,1,0,1, 东城,92427
27909,1.11103E+12, 2016-09-25,41,3.5,50000,70,2,1,1,1, 低 22, 板塔结合,2001, 精装, 钢混,0.333,1,0,0, 朝阳,53994
54174,1.11103E+12, 2016-03-06,1,4.3,41813,102.84,2,1,1,2, 高 26, 塔楼,2005, 其他, 钢混,0.333,1,1,0, 朝阳,52306
34775,1.11103E+12, 2016-09-21,12,1.4,40000,35,1,0,1,1, 低 21, 塔楼,2009, 精装, 钢混,0.138,1,0,1, 丰台,38915
30629,1.11103E+12, 2016-09-07,12,8.08,64414,125.44,3,1,1,1, 中 18, 塔楼,2000, 精装, 钢混,0.333,1,1,1, 朝阳,64716
61843,1.11103E+12, 2016-03-19,1,2.97,36654,81.03,2,1,1,1, 底 10, 塔楼,2012, 其他, 钢混,0.083,1,0,0, 海淀,56762
60935,1.11103E+12, 2016-05-30,1,4.04,43011,93.93,3,1,1,1, 低 18, 板楼,2003, 简装, 钢混,2,1,1,1, 丰台,58737
10590,1.11103E+12, 2016-07-25,51,9.79,106390,92.02,3,1,1,1, 高 27, 板楼,2010, 精装, 钢混,0.5,1,0,1, 朝阳,129361
57236,1.11103E+12, 2016-05-02,1,4.99,84491,59.06,1,1,1,1, 底 6, 板楼,2003, 简装, 混合,0.5,0,1,1, 东城,104629
36775,1.11103E+12, 2016-11-24,67,3.8,81915,46.39,1,0,1,1, 顶 12, 板塔结合,2001, 精装, 钢混,0.061,1,1,1, 海淀,81204
8569,1.11103E+12, 2016-08-19,89,6.72,66641,100.84,2,1,1,1, 高 13, 塔楼,2005, 精装, 钢混,0.286,1,1,1, 朝阳,41072
25969,1.11103E+12, 2016-08-14,7,3.6,52159,69.02,1,1,1,1, 低 26, 塔楼,2006, 精装, 钢混,0.3,1,1,1, 丰台,58879
12129,1.11103E+12, 2016-08-11,60,4.9,53770,91.13,2,1,1,1, 高 24, 塔楼,2003, 简装, 钢混,0.286,1,1,1, 朝阳,57718
34683,1.11103E+12, 2016-09-27,17,5.8,55365,104.76,2,1,1,1, 中 19, 板塔结合,2003, 简装, 钢混,0.5,1,0,0, 海淀,60611
53690,1.11104E+12, 2016-02-28,1,9.28,48049,193.14,4,2,1,3, 中 18, 板楼,2013, 精装, 钢混,1,1,0,1, 朝阳,69200
60060,1.11103E+12, 2016-04-09,1,4.2,46714,89.91,2,1,1,1, 高 20, 塔楼,2010, 精装, 钢混,0.273,1,1,1, 丰台,62947
12045,1.11103E+12, 2016-06-29,18,1.77,31395,56.38,1,0,1,1, 低 21, 板塔结合,2007, 其他, 钢混,0.4,1,1,1, 丰台,49710
25027,1.11103E+12, 2016-08-18,14,3.4,49462,68.74,1,1,1,1, 中 26, 塔楼,2003, 精装, 钢混,0.25,1,1,1, 朝阳,55177
56438,1.11103E+12, 2016-05-01,1,4.43,48474,91.39,2,2,1,1, 高 11, 板楼,2006, 精装, 钢混,0.333,1,1,0, 朝阳,62851
29236,1.11103E+12, 2016-08-22,2,2.38,41327,57.59,1,1,1,1, 低 6, 板楼,2005, 简装, 混合,0.5,0,0,0, 朝阳,42812
30614,1.11103E+12, 2016-09-29,34,3.545,41706,85,1,0,1,1, 低 22, 板塔结合,2009, 简装, 钢混,0.19,1,0,1, 朝阳,40470
11015,1.11103E+12, 2016-08-31,86,5.3,63810,83.06,2,1,1,1, 中 19, 板楼,2007, 精装, 钢混,0.667,1,1,1, 海淀,71309
60753,1.11103E+12, 2016-05-15,1,3.54,31462,112.52,1,1,0,1, 中 19, 塔楼,2006, 其他, 钢混,0.5,1,0,1, 丰台,36432
50701,1.11104E+12, 2016-05-27,1,5.5,31357,175.4,3,2,1,3, 中 4, 板楼,2009, 简装, 钢混,0.5,1,0,0, 朝阳,48161
59206,1.11103E+12, 2016-01-05,1,3.8,41180,92.28,2,2,1,1, 高 16, 板楼,2006, 简装, 钢混,0.5,1,1,1, 丰台,60602
